Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1573,American College of Sports Medicine Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8036,American Chemical Society,ACS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8028,American Bar Foundation,ABF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8092,"ASHRAE American Society of Heating, Refrig and Air Cond",ASHRAE
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1830,American Society for Mass Spectrometry,ASMS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7636,American Society for Engineering Education,ASEE
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9559,American Seed Research Foundation,ASRF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7595,American Psychoanalytic Association,APsaA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8076,"American Orchid Society Fund for Ed & Res, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,789,American Marketing Association,AMA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8066,American Iron And Steel Institute,AISI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8365,"American Institute of Steel Construction, Inc.",AISC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,852,Intl Facility Management Association,IFMA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9509,Verizon Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8500,General Electric Fund,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1883,Genentech Foundation for Biomedical Sciences,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7601,First Interstate Bank of California Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8448,Exxon Education Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8433,Engineering Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1332,Endocrine Fellows Foundation,EFF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8398,Dr. Scholl Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7863,Pacific Telesis Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9891,Optical Society of America,OSA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,688,"On Lok, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,4425,Health Research and Educational Trust,HRET
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,572,ICSI International Computer Science Institute,ICSI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,4263,Harbor Branch Oceanographic Institute,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,4284,Council for Independent Colleges,CIC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,4543,Euroscarf,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,8185,Burroughs Wellcome Fund,BWF
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,9789,"Wellcome Foundation, Ltd.",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7613,Toyota USA Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7028,"Thailand Management Assn of Bangkok, Thailand",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7401,Sandoz Foundation for Gerontological Research,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,1580,Office International de la Vigne et Vin,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,1858,Malaysian Rubber Producers Res Assn,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,9432,Japan Trade Center (Japan External Trade Org),
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,345,Japan Health Science Foundation,JHSF
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,1555,Fundacion Mapfre America,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7929,Fondat Nationale pour l'Enseignement de la Gestion,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7645,Federation of Korean Industries,FKI
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,6841,European Molecular Biology Organization,EMBO
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,396,American Friends of the Hebrew University Inc.,AFHU
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,00FF2A,EcoSmart Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6283,Shell Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,8819,Lundbeck Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,5836,World LP Gas Association,WLPGA
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,5459,FRAME Finnish Fund for Art Exchange,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,5146,Pro Natura,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,4014,John Innes Center,JIC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,3824,DO NOT USE - European Molecular Biology Laboratory,EMBL
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,9104,"Shell Oil Companies Foundation, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,7784,Volkswagen-Stiftung (Volkswagen Foundation),
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,1597,Mizutani Foundation for Glycoscience,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,2358,International Psychoanalytical Association,IPA
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,9662,American Honda Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,4591,Stifterverband fur die Deutsch,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Trade Associations,1886,Aspect Korea,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,7066,Ifremer Institute Francais de Rech Pour l'exp de la Mer,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,1095,Canadian Institute for Advanced Research,CIFAR
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,6952,International Institute of Tropical Agriculture,IITA
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,248,Intl Dev Research Center (Econ & Env SE Asia),IDRC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,191,"Max Planck Institute for Extraterrestrial Physics, Garching",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3784,Walter and Eliza Hall Institute of Medical Research,WEHI
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,7658,Ontario Cancer Institute,OCI
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3292,Ludwig Institute for Cancer Research,LICR
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,1739,Institut de Protection et de Surete Nucleaire,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3714,Industrial Technology Research Institute,ITRI
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3326,Coriell Institute for Medical Research,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,1802,INSERM/IGBMC Inst Genetique Biol Moleculaire et Cellulaire,IGBMC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3130,DKFZ German Cancer Research Center,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8229,"California Tomato Research Institute, Inc.",CTRI
Industry,USA Industry Category,USA Industry,9846,"Dermik Laboratories, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7421,"OCLC, Online Computer Library Center, Inc.",OCLC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9706,"National Council/Paper Industry/Air Stream Imprv, Inc.",NCASI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1874,National Assn of Real Estate Investment Managers,NAREIM
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7158,"National Alliance of Breast Cancer Organizations, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1531,National Particleboard Association,NPA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8891,National Foundation for Cancer Research,NFCR
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2539,American Society of Biomechanics,ASB
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2530,El Sobrante Chamber of Commerce,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7437,Merck Company Foundation (incl Merck Genome Res Inst),
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2511,American Finance Association,AFA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2471,American Architectural Foundation,AAF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2439,Santa Barbara Region Chamber of Commerce,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2328,Public Health Policy Advisory Board,PHPAB
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1693,"Allied Signal Foundation, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9882,Winrock International Institute Tropical Agri Dev,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3344,National Association of Scholars,NAS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7687,"American Psychological Association, Inc.",APA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3253,New York Women in Film and Television,NYWIFT
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2219,Intel Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1319,American Society for Microbiology,ASM
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,1541,Gladstone Institutes,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3068,Innovative Pavement Research Foundation,IPRF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,3043,Center for the Child Care Workforce,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2980,"Gnomus, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00FD4C,Blue Cross of California Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FC91,National Tropical Botanical Garden,NTBG
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FDEE,Local Initiatives Support Corporation,LISC
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00FF41,Temescal/Telegraph Business Improvement District,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,8453,Optoelectronics Industry Development Association,OIDA
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,2756,Group Health Cooperative (incl Center for Community Health & Evaluation),
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,7487,International Foundation for Ethical Research,IFER
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00FDDD,Silver Buffalo Consulting,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,6432,Samuel Waxman Cancer Research Foundation,SWCRF
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,7901,Emergency Medicine Foundation,EMF
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5281,Genome Insititute of Singapore,GIS
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4912,Institute of Genetics and Molecular and Cellular Biology,IGBMC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,6520,Daegue Gyeongbuk Institute of Science and Technology,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4990,"National Inst of Physiological Sciences (NAOJ, NIFS, NIBB)",NIPS
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,6363,Fundaci蘝 IMIM,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5990,VTT Technical Research Centre of Finland,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5984,Roche Foundation for Anemia Research (RoFAR),RoFAR
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4563,Institute of Cancer Research,ICR
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4144,University Health Network,UHN
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5293,Max Planck Society Cooperations,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5383,National Institute of Technology and Evaluation,NITE
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5380,National Institute of Genetics,NIG
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5176,Research Institute of Molecular Pathology,IMP
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4226,International Whaling Commission,IWC
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4217,"Agency for Science, Technology, and Research",A*STAR
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3918,Murdoch Institute for Research into Birth Defects,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,5805,Volvo Research Foundations,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4779,"University of Turin (incl Institute for Cancer Research)(Torino, Italy)",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,4565,French National Institute for Agricultural Research,INRA
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,7875,"Max Planck Institute for Biophysics, Frankfurt/Main",
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,7745,International Livestock Center for Africa,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,766,Instituto De Investigacion Nutricional,IIN
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,1888,Armines (Assn Pour la Recherche...),
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4056,Institut Pasteur,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,1381,Fields Inst for Research In Math Science,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,4369,San Raffaele del Monte Tabor Foundation (Incl. San Raffaele Scientific Institute),
Industry,USA Industry Category,USA Industry,9949,STS Consultants Ltd,
Industry,USA Industry Category,USA Industry,9954,Neorx Corporation,
Industry,USA Industry Category,USA Industry,9957,L. Raymond and Associates,
Industry,USA Industry Category,USA Industry,9965,"Medclone, Inc.",
Industry,USA Industry Category,USA Industry,9976,Unocal Corporation,
Industry,USA Industry Category,USA Industry,9978,Southern California Gas Company,
Industry,USA Industry Category,USA Industry,9986,Advanced Management Program,
Industry,USA Industry Category,USA Industry,9988,Marin Computer Education Consortium,
Industry,USA Industry Category,USA Industry,9991,Synergy,
Industry,USA Industry Category,USA Industry,9831,Diabetes Treatment Centers of America Foundation,
Industry,USA Industry Category,USA Industry,9830,Water/Energy Resource Consulting,
Industry,USA Industry Category,USA Industry,9829,Dynamic Isolation Systems,DIS
Industry,USA Industry Category,USA Industry,9827,Brog-Warner Corporation,
Industry,USA Industry Category,USA Industry,9826,Prolific Inc.,
Industry,USA Industry Category,USA Industry,9948,Futures Group,
Industry,USA Industry Category,USA Industry,9998,UNC Geotech,
Industry,USA Industry Category,USA Industry,9995,Ben Gerwick,
Industry,USA Industry Category,USA Industry,9992,"Healthcare Brain Tumor Institute, Inc.",
Industry,USA Industry Category,USA Industry,9897,"Vector Laboratories, Inc.",
Industry,USA Industry Category,USA Industry,9895,Johnson & Johnson (Incl Focused Giving Program),
Industry,USA Industry Category,USA Industry,9894,"Silicon Systems, Inc.",
Industry,USA Industry Category,USA Industry,9893,Harris Corporation,
Industry,USA Industry Category,USA Industry,9890,Vical Inc.,
Industry,USA Industry Category,USA Industry,9887,M/A Com Government System,
Industry,USA Industry Category,USA Industry,9885,"System Integrators, Inc.",
Industry,USA Industry Category,USA Industry,9883,Clinical Research International,
Industry,USA Industry Category,USA Industry,9880,"Scientific Systems Company, Inc.",SSCI
Industry,USA Industry Category,USA Industry,9879,"Robert L. Cloud Associates, Inc.",
Industry,USA Industry Category,USA Industry,9854,Misc Spon Cat 08 (CFS only; C&G Office use 9850),
Industry,USA Industry Category,USA Industry,9849,"Greenwich Pharmaceuticals, Inc.",
Industry,USA Industry Category,USA Industry,1613,"NPS Pharmaceuticals, Inc.",NPSP
Industry,USA Industry Category,USA Industry,3540,"Ocular Sciences, Inc (incl Precision Lens Mfg Tech, Inc)",
Industry,USA Industry Category,USA Industry,9842,Centocor,
Industry,USA Industry Category,USA Industry,9841,Amgen,
Industry,USA Industry Category,USA Industry,9839,"California Data Link, Inc.",
Industry,USA Industry Category,USA Industry,9835,Structural Composites Industries,SCI
Industry,USA Industry Category,USA Industry,9772,"Circle/Inc (Circle/Physician Placement, Inc.",
Industry,USA Industry Category,USA Industry,9771,Endocrine Metabolic Center,
Industry,USA Industry Category,USA Industry,9769,"Armedica Internationa,l Inc.",
Industry,USA Industry Category,USA Industry,9764,Prospects Associates,
Industry,USA Industry Category,USA Industry,9761,"Intersil, Inc.",
Industry,USA Industry Category,USA Industry,9760,Mercantile Trust and Savings Bank,
Industry,USA Industry Category,USA Industry,9758,Sterling Software,
Industry,USA Industry Category,USA Industry,9751,Bianchi Vineyard,
Industry,USA Industry Category,USA Industry,9747,Ahtek Systems Inc.,
Industry,USA Industry Category,USA Industry,9638,"Biomagnetic Technologies, Inc.",
Industry,USA Industry Category,USA Industry,9625,Forthian Companies,
Industry,USA Industry Category,USA Industry,9624,Jack Gorby,
Industry,USA Industry Category,USA Industry,9621,"R.J.R. Archer, Inc.",
Industry,USA Industry Category,USA Industry,9617,"Fetterly and Purdy, P.A.",
Industry,USA Industry Category,USA Industry,9610,"Chemkrete Technologies, Inc.",
Industry,USA Industry Category,USA Industry,9609,Pioneer Hi-Bred International Inc.,
Industry,USA Industry Category,USA Industry,9607,"S. Levy, Inc.",
Industry,USA Industry Category,USA Industry,9605,"N.W. Mining and Manufacturing Assoc New Mex, Inc.",
Industry,USA Industry Category,USA Industry,9603,Mervyn's,
Industry,USA Industry Category,USA Industry,9599,Austgen Biojet,
Industry,USA Industry Category,USA Industry,9596,Pelavin Associates,
Industry,USA Industry Category,USA Industry,9594,TRW Inc.,
Industry,USA Industry Category,USA Industry,9590,International Microelectronic Products,
Industry,USA Industry Category,USA Industry,9584,Cedar Falls Corporation,
Industry,USA Industry Category,USA Industry,9577,"Autodesk, Inc.",
Industry,USA Industry Category,USA Industry,9576,Ralston Purina Company,
Industry,USA Industry Category,USA Industry,9573,"Richardson-Vicks, Inc.",
Industry,USA Industry Category,USA Industry,9569,Parkson Corporation,
Industry,USA Industry Category,USA Industry,9568,R.P. International,
Industry,USA Industry Category,USA Industry,1753,"Reynolds Electrical and Engineering Co, Inc.",REECo
Industry,USA Industry Category,USA Industry,1752,Microwave Applications Group,MAG
Industry,USA Industry Category,USA Industry,1751,Ionix Corporation,
Industry,USA Industry Category,USA Industry,1746,"Sierra Monolithics, Inc.",
Industry,USA Industry Category,USA Industry,1744,"Stich, Angell, Kreidler & Muth, P.A.",
Industry,USA Industry Category,USA Industry,1743,Neurological Rehabilitation Center at  Apple Valley,
Industry,USA Industry Category,USA Industry,1740,"Conductus, Inc.",CDTS
Industry,USA Industry Category,USA Industry,1729,Oncotech Inc.,
Industry,USA Industry Category,USA Industry,1728,"Survey Research Associates, Inc.",SRA
Industry,USA Industry Category,USA Industry,1727,"BOC Health Care, Inc (BOC Group, Ohmeda Inc)",BOC
Industry,USA Industry Category,USA Industry,1723,"Quickturn Systems, Inc.",
Industry,USA Industry Category,USA Industry,1721,"Republic Environmental Systems (PA), Inc.",
Industry,USA Industry Category,USA Industry,1782,"Sunol Technologies, Inc.",
Industry,USA Industry Category,USA Industry,1834,Thermionics Laboratory Inc.,
Industry,USA Industry Category,USA Industry,1833,"Berger and Montague, P.C.",
Industry,USA Industry Category,USA Industry,1832,Tacan Corporation,
Industry,USA Industry Category,USA Industry,1826,"Redwood Microsystems, Inc.",
Industry,USA Industry Category,USA Industry,1825,"Pasadero, Inc.",
Industry,USA Industry Category,USA Industry,1824,Key Tronic Corporation,
Industry,USA Industry Category,USA Industry,1822,Optiva Corporation,
Industry,USA Industry Category,USA Industry,1820,Caltest Instruments Inc.,
Industry,USA Industry Category,USA Industry,1819,Lasersight Inc.,
Industry,USA Industry Category,USA Industry,1818,Pharmacyclics,
Industry,USA Industry Category,USA Industry,1814,Cytogen Corporation,CYTO
Industry,USA Industry Category,USA Industry,1813,"Shaman Pharmaceuticals, Inc.",
Industry,USA Industry Category,USA Industry,1811,"Simpson and Simpson Business and Personnel Svcs, Inc.",
Industry,USA Industry Category,USA Industry,1808,Intrinsic Circuits,
Industry,USA Industry Category,USA Industry,1806,"QSC Audio Products, Inc.",QSC
Industry,USA Industry Category,USA Industry,1804,"CI Systems, Inc.",
Industry,USA Industry Category,USA Industry,1803,"Alpha Photonics, Inc.",
Industry,USA Industry Category,USA Industry,1801,"Josman Laboratories, Inc.",
Industry,USA Industry Category,USA Industry,1800,Brown and Sharpe Manufacturing Company,
Industry,USA Industry Category,USA Industry,1799,"Microfab Biosystems, Inc (Vion Pharmaceuticals)",
Industry,USA Industry Category,USA Industry,1798,"Sheladia Associates, Inc.",
Industry,USA Industry Category,USA Industry,1795,"Tir Technologies, Inc.",
Industry,USA Industry Category,USA Industry,1792,"Iscomp Systems, Inc.",
Industry,USA Industry Category,USA Industry,1791,CFD Research Corporation,CFDRC
Industry,USA Industry Category,USA Industry,1788,Park Scientific Instruments,
Industry,USA Industry Category,USA Industry,1784,"Toranaga Technologies, Inc.",
Industry,USA Industry Category,USA Industry,1783,"ICF International, Inc.",
Industry,USA Industry Category,USA Industry,1835,Synaptic Pharmaceutical Corp,
Industry,USA Industry Category,USA Industry,1986,"Interneuron Pharmaceuticals, Inc.",
Industry,USA Industry Category,USA Industry,1966,Berkeley Geo-Research Group,
Industry,USA Industry Category,USA Industry,1952,Vinquiry,
Industry,USA Industry Category,USA Industry,1951,"Bevilacqua Knight, Inc.",BKi
Industry,USA Industry Category,USA Industry,1947,Symplectic Engineering Corporation,
Industry,USA Industry Category,USA Industry,1936,"Remote Sensing Technologies, Inc.",
Industry,USA Industry Category,USA Industry,1932,Read-Rite Corporation,
Industry,USA Industry Category,USA Industry,1901,Turnex International,
Industry,USA Industry Category,USA Industry,1899,Media Scope,
Industry,USA Industry Category,USA Industry,1896,Dimare Company,
Industry,USA Industry Category,USA Industry,1889,Kopin Corporation,
Industry,USA Industry Category,USA Industry,1879,Micro Laser Systems,
Industry,USA Industry Category,USA Industry,1878,Neoprobe Corporation,
Industry,USA Industry Category,USA Industry,1877,"Cytodiagnostics, Inc.",
Industry,USA Industry Category,USA Industry,1875,"Islet Technology, Inc.",
Industry,USA Industry Category,USA Industry,1873,"Wilshire Technologies, Inc (Wilshire Med Prod)",
Industry,USA Industry Category,USA Industry,1872,"Cell Therapeutics, Inc.",CTI
Industry,USA Industry Category,USA Industry,1869,Lasermedics,
Industry,USA Industry Category,USA Industry,1862,Orbit Technologies,
Industry,USA Industry Category,USA Industry,1861,"Cortech, Inc.",
Industry,USA Industry Category,USA Industry,1859,Deere and Company,
Industry,USA Industry Category,USA Industry,1849,High Level Design Systems,
Industry,USA Industry Category,USA Industry,1847,Allergene,
Industry,USA Industry Category,USA Industry,1842,N.E.T. Adaptive,
Industry,USA Industry Category,USA Industry,1841,"Neurobiological Technologies, Inc.",NTI
Industry,USA Industry Category,USA Industry,1840,"Organogenesis, Inc.",
Industry,USA Industry Category,USA Industry,1839,"Cato Research, Ltd",
Industry,USA Industry Category,USA Industry,1837,University Health Resources Group,
Industry,USA Industry Category,USA Industry,7173,Tomoseis,
Industry,USA Industry Category,USA Industry,7172,"Abt Associates, Inc.",
Industry,USA Industry Category,USA Industry,7170,Inhale Therapeutic Systems,
Industry,USA Industry Category,USA Industry,7161,Oricon Corp,
Industry,USA Industry Category,USA Industry,7152,Daniel H. Wagner Associates,
Industry,USA Industry Category,USA Industry,7135,Brian F. Mooney and Associates,
Industry,USA Industry Category,USA Industry,7133,"Sorin Biomedical, Inc.",
Industry,USA Industry Category,USA Industry,7131,Endorobotics Corporation,
Industry,USA Industry Category,USA Industry,7116,"PRA International, Inc.",PRA
Industry,USA Industry Category,USA Industry,7068,Com International Corporation,
Industry,USA Industry Category,USA Industry,6974,San Diego Gas and Electric Company,SDGE
Industry,USA Industry Category,USA Industry,6926,Ontario Hydro,
Industry,USA Industry Category,USA Industry,6788,Alfa Division Industries of Houston,
Industry,USA Industry Category,USA Industry,6767,Western Farm Credit Bank,
Industry,USA Industry Category,USA Industry,2103,Bay Area Research Corporation,
Industry,USA Industry Category,USA Industry,2101,"Applied Phytologics, Inc.",API
Industry,USA Industry Category,USA Industry,2099,Gryphon Sciences,
Industry,USA Industry Category,USA Industry,2097,Webcor Builders,
Industry,USA Industry Category,USA Industry,2061,Scott Laboratories,
Industry,USA Industry Category,USA Industry,2060,"Soane Biosciences, Inc.",
Industry,USA Industry Category,USA Industry,2021,"Innovex Diagnostics, Inc.",
Industry,USA Industry Category,USA Industry,2020,"Lawrence Associates, Inc.",
Industry,USA Industry Category,USA Industry,2017,LXN Corporation,
Industry,USA Industry Category,USA Industry,2011,"Road Works, Inc.",
Industry,USA Industry Category,USA Industry,2001,"Cell Genesys, Inc (incl Ceregene, Inc)",
Industry,USA Industry Category,USA Industry,1999,"Quality Information Systems, Inc.",
Industry,USA Industry Category,USA Industry,1997,"Glosten Associates, Inc.",
Industry,USA Industry Category,USA Industry,7175,Uniax Corporation,
Industry,USA Industry Category,USA Industry,7243,"World Wide Professional Seminars, Inc.",
Industry,USA Industry Category,USA Industry,7235,Biogen Research Corporation,
Industry,USA Industry Category,USA Industry,7234,"Dianon Systems, Inc.",
Industry,USA Industry Category,USA Industry,7232,NBC National Broadcasting Company,NBC
Industry,USA Industry Category,USA Industry,7231,Okinawa Club of America,
Industry,USA Industry Category,USA Industry,7230,"International Solar Electric-Technology, Inc.",ISET
Industry,USA Industry Category,USA Industry,7227,"Transaction Technology, Inc.",
Industry,USA Industry Category,USA Industry,7225,"Meadox Medical, Inc.",
Industry,USA Industry Category,USA Industry,7224,Callery Chemical Company,
Industry,USA Industry Category,USA Industry,7223,One Lambda/Microdrop Inc.,
Industry,USA Industry Category,USA Industry,7221,"Alabama Cryogenic Engineering, Inc.",
Industry,USA Industry Category,USA Industry,7217,"Oral B Laboratories, Inc.",
Industry,USA Industry Category,USA Industry,7214,Optical Radiation Corporation,
Industry,USA Industry Category,USA Industry,9492,Christal Canyon of La Quinta,
Industry,USA Industry Category,USA Industry,9482,"ESL, Inc.",
Industry,USA Industry Category,USA Industry,9553,"Endotronics, Inc.",
Industry,USA Industry Category,USA Industry,9547,"Avantek, Inc.",
